anio,institucion_tipo,institucion_nombre,institucion_nombre_new,institucion_nombre_unidad_academica,unidad_academica,unidad_academica_new,carrera_titulo,institucion_gestion,carrera_titulo_nivel,Modalidad,estudiantes_total,estudiantes_varones,estudiantes_mujeres,nuevos_inscriptos_total,nuevos_inscriptos_varones,nuevos_inscriptos_mujeres,reinscriptos_total,reinscriptos_varones,reinscriptos_mujeres,egresados_total,egresados_varones,egresados_mujeres,carrera,carrera_grupo,Carrera_normalizada
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Licenciatura en Relaciones Industriales,Privada,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Ciencias Juridicas y Sociales,Facultad de Ciencias Juridicas y Sociales,Facultad de Ciencias Juridicas y Sociales,Profesor Universitario en Lengua Inglesa,Privada,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Licenciatura en Economia Maritima,Privada,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Licenciatura en Finanzas de Empresa,Privada,Grado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,"Universidad Argentina de la Empresa - Facultad de Ciencias Juridicas, Sociales y de la Comunicacion","Facultad de Ciencias Juridicas, Sociales y de la Comunicacion","Facultad de Ciencias Juridicas, Sociales y de la Comunicacion",Doctor en Sociologia del Trabajo,Privada,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Analista Universitario en Relaciones Industriales,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Administracion y Negocios,Facultad de Administracion y Negocios,Facultad de Administracion y Negocios,Tecnicatura Universitario en Marketing,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Comunicacion y Diseño,Facultad de Comunicacion y Diseño,Facultad de Comunicacion y Diseño,Tecnicatura Universitario en Fotografia,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Comunicacion y Diseño,Facultad de Comunicacion y Diseño,Facultad de Comunicacion y Diseño,Tecnicatura Universitario en Gestion de las Comunicaciones Digitales,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Administracion y Negocios,Facultad de Administracion y Negocios,Facultad de Administracion y Negocios,Tecnicatura Universitario en Administracion de Empresas,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Ingenieria y Ciencias Exactas,Facultad de Ingenieria y Ciencias Exactas,Facultad de Ingenieria y Ciencias Exactas,Tecnicatura Universitario en Analisis Microbiologicos de Alimentos,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Facultad de Ciencias Economicas,Bachiller Universitario en Aviacion Comercial,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Comunicacion y Diseño,Facultad de Comunicacion y Diseño,Facultad de Comunicacion y Diseño,Tecnicatura Universitario en Diseño de la Imagen Visual,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Ciencias Juridicas y Sociales,Facultad de Ciencias Juridicas y Sociales,Facultad de Ciencias Juridicas y Sociales,Tecnicatura Universitario en Lengua Inglesa,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Comunicacion y Diseño,Facultad de Comunicacion y Diseño,Facultad de Comunicacion y Diseño,Bachiller Universitario en Relaciones Publicas,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Administracion y Negocios,Facultad de Administracion y Negocios,Facultad de Administracion y Negocios,Analista Administrativo Universitario,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Arquitectura y Diseño,Facultad de Arquitectura y Diseño,Facultad de Arquitectura y Diseño,Tecnicatura Universitario en Diseño Grafico,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,11.0,28.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Comunicacion,Facultad de Comunicacion,Facultad de Comunicacion,Tecnicatura Universitario en Publicidad,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,16.0,49.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Arquitectura y Diseño,Facultad de Arquitectura y Diseño,Facultad de Arquitectura y Diseño,Tecnicatura Universitario en Diseño Industrial,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,17.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Ingenieria y Ciencias Exactas,Facultad de Ingenieria y Ciencias Exactas,Facultad de Ingenieria y Ciencias Exactas,Tecnicatura Universitario en Control de Alimentos,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,14.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Comunicacion,Facultad de Comunicacion,Facultad de Comunicacion,Tecnicatura Universitario en Administracion de Empresas Gastronomicas y de Alojamiento,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,
2017,Universidad,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Universidad Argentina de la Empresa - Facultad de Comunicacion,Facultad de Comunicacion,Facultad de Comunicacion,Tecnicatura Universitario en Relaciones Publicas e Institucionales,Privada,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,16.0,71.0,,,
